sessie_ID;campagne_ID;bezoeker_ID;starttijd_bezoek;eindtijd_bezoek;totale_tijd_bezoek;kliks_op_site_elementen;paginas_bekeken;apparaat;land;stad;verkeers_bron;conversie
607;1;130;03-01-2001 11:58;03-01-2001 12:19;21;11;8;5;NL;3;4;0
608;1;2030;03-01-2001 12:04;03-01-2001 12:10;6;12;7;8;NL;6;2;0
609;2;1925;03-01-2001 12:10;03-01-2001 12:28;18;7;4;3;NL;7;2;0
610;3;850;03-01-2001 12:14;03-01-2001 12:38;24;13;8;7;NL;8;1;0
611;2;567;03-01-2001 12:15;03-01-2001 12:35;20;6;5;3;NL;7;2;1
612;2;208;03-01-2001 12:17;03-01-2001 12:25;8;6;5;2;NL;9;3;1
613;1;2047;03-01-2001 12:22;03-01-2001 12:29;7;12;7;3;NL;2;3;0
614;3;1820;03-01-2001 12:28;03-01-2001 12:35;7;12;9;9;NL;6;4;0
615;3;1000;03-01-2001 12:39;03-01-2001 12:58;19;13;9;9;NL;7;3;0
616;3;2196;03-01-2001 12:39;03-01-2001 12:59;20;13;9;8;NL;3;4;1
617;2;2535;03-01-2001 12:41;03-01-2001 12:57;16;7;4;3;NL;2;3;0
618;1;1552;03-01-2001 12:46;03-01-2001 12:58;12;13;7;8;NL;1;4;0
619;1;787;03-01-2001 12:47;03-01-2001 12:49;2;12;8;2;NL;9;4;0
620;3;17;03-01-2001 12:49;03-01-2001 13:14;25;14;8;2;NL;8;2;1
621;3;2386;03-01-2001 12:49;03-01-2001 13:09;20;13;8;3;NL;2;4;1
622;3;1731;03-01-2001 13:04;03-01-2001 13:23;19;13;7;2;NL;3;4;0
623;1;1042;03-01-2001 13:05;03-01-2001 13:09;4;11;6;6;NL;5;2;0
624;3;20;03-01-2001 13:08;03-01-2001 13:17;9;13;7;7;NL;9;1;1
625;3;2442;03-01-2001 13:12;03-01-2001 13:21;9;13;8;1;NL;8;1;0
626;2;2779;03-01-2001 13:14;03-01-2001 13:32;18;6;4;1;NL;8;4;0
627;2;1444;03-01-2001 13:32;03-01-2001 13:55;23;6;4;5;NL;8;2;0
628;2;802;03-01-2001 13:34;03-01-2001 14:00;26;7;4;2;NL;6;3;0
629;1;1859;03-01-2001 13:40;03-01-2001 13:56;16;13;8;8;NL;3;2;1
630;3;2613;03-01-2001 13:42;03-01-2001 13:53;11;13;7;4;NL;6;2;0
631;1;1762;03-01-2001 13:44;03-01-2001 13:56;12;10;7;4;NL;5;2;0
632;3;37;03-01-2001 13:50;03-01-2001 14:12;22;12;8;1;NL;9;3;0
633;3;586;03-01-2001 13:55;03-01-2001 14:05;10;12;8;7;NL;5;1;0
634;2;292;03-01-2001 13:57;03-01-2001 14:10;13;6;4;7;NL;7;4;1
635;3;1234;03-01-2001 14:00;03-01-2001 14:23;23;13;8;7;NL;2;2;0
636;1;1354;03-01-2001 14:01;03-01-2001 14:17;16;12;7;5;NL;7;1;0
637;3;1606;03-01-2001 14:02;03-01-2001 14:16;14;15;8;3;NL;5;1;0
638;3;2276;03-01-2001 14:02;03-01-2001 14:24;22;15;8;1;NL;4;1;0
639;3;338;03-01-2001 14:06;03-01-2001 14:15;9;15;9;3;NL;7;2;1
640;2;2827;03-01-2001 14:08;03-01-2001 14:10;2;9;5;5;NL;5;3;0
641;3;791;03-01-2001 14:24;03-01-2001 14:47;23;15;9;2;NL;1;4;0
642;3;1563;03-01-2001 14:26;03-01-2001 14:40;14;15;9;1;NL;4;4;1
643;3;633;03-01-2001 14:28;03-01-2001 14:38;10;14;8;2;NL;9;2;0
644;3;1067;03-01-2001 14:36;03-01-2001 14:39;3;15;9;1;NL;9;3;0
645;3;2498;03-01-2001 14:52;03-01-2001 15:19;27;14;8;1;NL;6;2;0
646;2;134;03-01-2001 14:53;03-01-2001 15:15;22;8;4;5;NL;6;1;1
647;1;1450;03-01-2001 15:02;03-01-2001 15:10;8;13;7;7;NL;3;3;0
648;1;1751;03-01-2001 15:06;03-01-2001 15:24;18;13;7;5;NL;8;3;0
649;1;1710;03-01-2001 15:07;03-01-2001 15:21;14;12;7;1;NL;6;4;0
650;3;1140;03-01-2001 15:09;03-01-2001 15:19;10;13;8;4;NL;1;1;0
651;1;1134;03-01-2001 15:11;03-01-2001 15:21;10;12;7;1;NL;9;3;0
652;1;2727;03-01-2001 15:13;03-01-2001 15:16;3;12;7;6;NL;8;2;0
653;2;723;03-01-2001 15:15;03-01-2001 15:44;29;7;4;3;NL;1;2;0
654;3;1440;03-01-2001 15:18;03-01-2001 15:45;27;13;9;4;NL;4;1;0
655;2;1093;03-01-2001 15:21;03-01-2001 15:47;26;7;4;9;NL;7;1;0
656;3;2296;03-01-2001 15:23;03-01-2001 15:33;10;14;9;6;NL;7;2;0
657;3;2417;03-01-2001 15:34;03-01-2001 16:03;29;15;8;7;NL;2;1;0
658;2;2544;03-01-2001 15:36;03-01-2001 15:44;8;8;4;4;NL;1;2;0
659;1;255;03-01-2001 15:45;03-01-2001 16:09;24;13;7;9;NL;9;3;0
660;1;295;03-01-2001 15:50;03-01-2001 15:53;3;12;7;7;NL;9;1;1
661;3;1126;03-01-2001 16:17;03-01-2001 16:27;10;15;8;5;NL;7;4;1
662;1;1323;03-01-2001 16:18;03-01-2001 16:35;17;13;8;6;NL;6;2;1
663;3;189;03-01-2001 16:22;03-01-2001 16:51;29;14;8;6;NL;7;4;0
664;3;2681;03-01-2001 16:23;03-01-2001 16:31;8;13;8;2;NL;5;3;0
665;1;2691;03-01-2001 16:37;03-01-2001 16:50;13;12;7;3;NL;7;4;0
666;3;1273;03-01-2001 16:39;03-01-2001 17:04;25;14;7;7;NL;3;2;0
667;1;2308;03-01-2001 16:44;03-01-2001 16:58;14;12;7;4;NL;1;1;0
668;3;1695;03-01-2001 16:47;03-01-2001 17:07;20;13;8;8;NL;3;1;0
669;1;1971;03-01-2001 16:48;03-01-2001 17:01;13;12;7;5;NL;3;1;0
670;3;2619;03-01-2001 16:55;03-01-2001 16:56;1;13;9;1;NL;3;3;0
671;3;276;03-01-2001 16:58;03-01-2001 17:07;9;14;8;6;NL;5;3;0
672;1;698;03-01-2001 17:02;03-01-2001 17:19;17;13;7;6;NL;2;4;1
673;1;1284;03-01-2001 17:12;03-01-2001 17:13;1;12;7;4;NL;4;4;0
674;3;2683;03-01-2001 17:18;03-01-2001 17:25;7;14;8;8;NL;5;4;0
675;1;1776;03-01-2001 17:25;03-01-2001 17:53;28;13;7;4;NL;2;2;0
676;3;1191;03-01-2001 17:32;03-01-2001 17:33;1;15;8;2;NL;5;2;0
677;3;87;03-01-2001 17:32;03-01-2001 17:40;8;15;8;2;NL;7;4;1
678;3;1779;03-01-2001 17:34;03-01-2001 17:52;18;15;7;9;NL;4;3;0
679;2;809;03-01-2001 17:38;03-01-2001 17:55;17;7;3;4;NL;1;2;0
680;3;984;03-01-2001 17:41;03-01-2001 17:47;6;14;8;4;NL;7;4;0
681;2;2987;03-01-2001 17:43;03-01-2001 17:45;2;8;3;3;NL;6;1;0
682;1;1581;03-01-2001 17:43;03-01-2001 18:10;27;13;6;7;NL;4;3;1
683;3;417;03-01-2001 17:50;03-01-2001 18:06;16;15;8;6;NL;1;4;1
684;2;148;03-01-2001 17:56;03-01-2001 18:13;17;7;5;9;NL;1;3;0
685;3;1165;03-01-2001 17:59;03-01-2001 18:01;2;13;9;9;NL;1;3;0
686;3;196;03-01-2001 18:00;03-01-2001 18:07;7;14;8;9;NL;8;1;0
687;1;1286;03-01-2001 18:17;03-01-2001 18:20;3;13;7;3;NL;3;3;0
688;3;1244;03-01-2001 18:21;03-01-2001 18:50;29;14;8;6;NL;4;2;0
689;3;2638;03-01-2001 18:22;03-01-2001 18:45;23;13;8;4;NL;7;4;0
690;3;1005;03-01-2001 18:23;03-01-2001 18:39;16;14;8;7;NL;6;2;0
691;1;829;03-01-2001 18:24;03-01-2001 18:44;20;13;8;7;NL;1;2;1
692;3;1847;03-01-2001 18:34;03-01-2001 18:39;5;14;8;3;NL;9;2;0
693;3;1917;03-01-2001 18:35;03-01-2001 19:04;29;13;8;8;NL;3;3;0
694;1;114;03-01-2001 18:46;03-01-2001 19:02;16;12;6;3;NL;7;4;0
695;3;252;03-01-2001 18:51;03-01-2001 19:06;15;14;7;9;NL;8;2;1
696;3;503;03-01-2001 18:55;03-01-2001 19:23;28;14;8;8;NL;5;1;0
697;1;2331;03-01-2001 18:56;03-01-2001 18:59;3;13;7;1;NL;2;4;0
698;3;629;03-01-2001 18:58;03-01-2001 19:11;13;14;8;4;NL;5;3;0
699;1;2978;03-01-2001 18:58;03-01-2001 19:01;3;13;7;4;NL;3;2;0
700;3;1322;03-01-2001 19:00;03-01-2001 19:13;13;14;9;8;NL;8;4;0
701;3;2800;03-01-2001 19:01;03-01-2001 19:09;8;14;9;7;NL;7;2;0
702;3;741;03-01-2001 19:02;03-01-2001 19:16;14;15;9;1;NL;8;3;0
703;3;1271;03-01-2001 19:28;03-01-2001 19:49;21;14;9;8;NL;8;4;0
704;3;413;03-01-2001 19:28;03-01-2001 19:37;9;15;8;2;NL;2;1;0
705;1;2538;03-01-2001 19:30;03-01-2001 19:32;2;14;7;4;NL;1;4;0
706;1;1793;03-01-2001 19:32;03-01-2001 19:37;5;14;7;2;NL;6;4;0
707;3;227;03-01-2001 19:32;03-01-2001 19:53;21;15;7;2;NL;6;2;0
708;1;2231;03-01-2001 19:35;03-01-2001 19:52;17;14;7;5;NL;8;2;0
709;3;2661;03-01-2001 19:40;03-01-2001 20:09;29;15;8;1;NL;6;1;1
710;3;2056;03-01-2001 19:41;03-01-2001 20:07;26;14;9;1;NL;8;1;0
711;3;2425;03-01-2001 19:42;03-01-2001 19:47;5;14;9;8;NL;4;4;0
712;1;829;03-01-2001 19:42;03-01-2001 20:04;22;13;8;4;NL;2;2;0
713;3;1297;03-01-2001 19:46;03-01-2001 19:49;3;15;10;6;NL;1;3;0
714;2;2563;03-01-2001 19:55;03-01-2001 19:58;3;7;4;9;NL;4;1;0
715;2;1824;03-01-2001 20:04;03-01-2001 20:28;24;7;4;1;NL;1;2;0
716;1;1835;03-01-2001 20:04;03-01-2001 20:16;12;14;8;8;NL;5;4;0
717;3;2301;03-01-2001 20:05;03-01-2001 20:34;29;15;9;1;NL;4;3;0
718;1;1844;03-01-2001 20:08;03-01-2001 20:09;1;13;8;7;NL;3;1;0
719;1;380;03-01-2001 20:08;03-01-2001 20:23;15;14;8;3;NL;6;1;0
720;2;639;03-01-2001 20:09;03-01-2001 20:18;9;7;4;2;NL;7;4;0
721;1;2335;03-01-2001 20:17;03-01-2001 20:46;29;14;8;3;NL;1;1;0
722;1;727;03-01-2001 20:26;03-01-2001 20:46;20;13;7;4;NL;5;1;0
723;3;1996;03-01-2001 20:28;03-01-2001 20:51;23;15;9;7;NL;9;2;0
724;3;1424;03-01-2001 20:29;03-01-2001 20:38;9;15;9;7;NL;3;4;0
725;3;1861;03-01-2001 20:30;03-01-2001 20:56;26;15;10;7;NL;8;3;0
726;3;714;03-01-2001 20:31;03-01-2001 20:56;25;14;9;1;NL;4;1;0
727;1;931;03-01-2001 20:33;03-01-2001 20:56;23;12;8;9;NL;3;4;0
728;3;2064;03-01-2001 20:35;03-01-2001 20:49;14;15;10;4;NL;8;4;0
729;3;515;03-01-2001 20:42;03-01-2001 21:09;27;15;10;2;NL;4;3;1
730;3;926;03-01-2001 20:42;03-01-2001 21:02;20;16;10;9;NL;8;1;1
731;2;2994;03-01-2001 20:50;03-01-2001 20:52;2;8;4;8;NL;6;1;0
732;3;456;03-01-2001 20:52;03-01-2001 21:18;26;16;9;1;NL;8;4;1
733;2;1733;03-01-2001 20:59;03-01-2001 21:00;1;8;4;4;NL;8;4;0
734;3;455;03-01-2001 21:03;03-01-2001 21:23;20;16;9;9;NL;9;4;1
735;3;2121;03-01-2001 21:11;03-01-2001 21:19;8;16;8;7;NL;5;2;0
736;3;382;03-01-2001 21:13;03-01-2001 21:40;27;16;10;2;NL;9;3;0
737;3;1722;03-01-2001 21:16;03-01-2001 21:38;22;17;9;7;NL;1;1;1
738;3;1319;03-01-2001 21:17;03-01-2001 21:41;24;16;8;2;NL;5;1;0
739;3;2075;03-01-2001 21:19;03-01-2001 21:40;21;15;9;4;NL;4;1;0
740;3;10;03-01-2001 21:26;03-01-2001 21:43;17;15;9;2;NL;1;3;0
741;3;1548;03-01-2001 21:30;03-01-2001 21:56;26;15;8;7;NL;8;2;0
742;1;1627;03-01-2001 21:35;03-01-2001 21:44;9;15;6;9;NL;8;3;1
743;2;722;03-01-2001 21:36;03-01-2001 21:52;16;9;3;1;NL;7;2;0
744;1;895;03-01-2001 21:36;03-01-2001 21:45;9;16;8;6;NL;6;3;1
745;3;2119;03-01-2001 21:37;03-01-2001 21:41;4;17;10;3;NL;6;4;1
746;3;1657;03-01-2001 21:38;03-01-2001 22:04;26;16;10;7;NL;4;3;0
747;1;1737;03-01-2001 21:43;03-01-2001 21:58;15;14;8;2;NL;7;4;0
748;1;2806;03-01-2001 21:48;03-01-2001 21:50;2;14;8;4;NL;9;4;0
749;3;1215;03-01-2001 21:54;03-01-2001 22:18;24;15;9;2;NL;3;3;0
750;2;2607;03-01-2001 22:02;03-01-2001 22:30;28;8;5;8;NL;4;4;0
751;3;2922;03-01-2001 22:09;03-01-2001 22:29;20;16;11;1;NL;1;1;0
752;1;1729;03-01-2001 22:11;03-01-2001 22:21;10;14;9;6;NL;9;3;0
753;3;636;03-01-2001 22:15;03-01-2001 22:40;25;16;10;2;NL;5;1;0
754;1;1254;03-01-2001 22:23;03-01-2001 22:45;22;15;9;6;NL;6;1;0
755;1;140;03-01-2001 22:33;03-01-2001 22:42;9;14;9;7;NL;3;1;0
756;1;2095;03-01-2001 22:37;03-01-2001 22:47;10;15;9;7;NL;1;1;0
757;1;821;03-01-2001 22:41;03-01-2001 23:10;29;15;8;1;NL;8;2;0
758;2;2769;03-01-2001 22:41;03-01-2001 23:09;28;9;4;7;NL;8;3;0
759;3;1959;03-01-2001 22:44;03-01-2001 23:04;20;16;9;3;NL;4;4;0
760;2;1469;03-01-2001 22:51;03-01-2001 22:53;2;9;3;7;NL;7;4;0
761;3;560;03-01-2001 22:52;03-01-2001 22:59;7;15;9;9;NL;6;1;0
762;1;298;03-01-2001 22:58;03-01-2001 23:09;11;14;8;2;NL;6;2;0
763;2;2017;03-01-2001 23:06;03-01-2001 23:22;16;8;5;4;NL;2;2;0
764;1;2298;03-01-2001 23:06;03-01-2001 23:32;26;14;8;8;NL;6;1;1
765;3;799;03-01-2001 23:12;03-01-2001 23:37;25;16;10;2;NL;2;1;1
766;1;32;03-01-2001 23:16;03-01-2001 23:24;8;15;9;3;NL;2;2;0
767;2;960;03-01-2001 23:16;03-01-2001 23:20;4;8;5;5;NL;4;4;1
768;3;2294;03-01-2001 23:18;03-01-2001 23:26;8;16;10;9;NL;2;2;0
769;1;1741;03-01-2001 23:22;03-01-2001 23:29;7;14;8;3;NL;9;2;0
770;3;255;03-01-2001 23:24;03-01-2001 23:51;27;16;9;4;NL;1;4;0
771;3;345;03-01-2001 23:24;03-01-2001 23:25;1;15;9;8;NL;9;2;0
772;3;320;03-01-2001 23:25;03-01-2001 23:50;25;16;9;2;NL;2;3;0
773;2;2274;03-01-2001 23:38;03-01-2001 23:58;20;8;5;3;NL;8;4;1
774;3;2345;03-01-2001 23:40;03-01-2001 23:44;4;16;10;3;NL;4;1;1
775;1;1224;03-01-2001 23:41;04-01-2001 00:01;20;14;8;4;NL;9;3;0
776;3;2068;03-01-2001 23:43;04-01-2001 00:00;17;16;9;6;NL;5;2;0
777;1;63;03-01-2001 23:55;03-01-2001 23:56;1;15;8;2;NL;5;1;0
778;3;1686;04-01-2001 00:05;04-01-2001 00:12;7;17;10;4;NL;2;1;0
779;1;817;04-01-2001 00:09;04-01-2001 00:20;11;15;9;9;NL;4;3;0
780;1;2461;04-01-2001 00:11;04-01-2001 00:18;7;15;10;8;NL;6;3;1
781;3;1466;04-01-2001 00:29;04-01-2001 00:46;17;16;10;9;NL;9;3;0
782;3;2554;04-01-2001 00:30;04-01-2001 00:48;18;16;10;7;NL;3;3;0
783;3;1689;04-01-2001 00:37;04-01-2001 00:42;5;16;10;6;NL;1;3;1
784;3;1373;04-01-2001 00:41;04-01-2001 00:45;4;16;9;2;NL;3;1;0
785;3;2840;04-01-2001 00:44;04-01-2001 01:04;20;17;9;2;NL;3;1;0
786;3;2988;04-01-2001 00:52;04-01-2001 01:06;14;17;10;5;NL;9;2;0
787;3;1367;04-01-2001 00:52;04-01-2001 01:00;8;17;11;4;NL;2;3;0
788;1;1073;04-01-2001 00:57;04-01-2001 01:05;8;14;10;8;NL;9;4;0
789;3;1939;04-01-2001 00:58;04-01-2001 01:00;2;17;11;1;NL;2;4;0
790;3;515;04-01-2001 01:02;04-01-2001 01:27;25;16;10;9;NL;8;4;0
791;1;1159;04-01-2001 01:02;04-01-2001 01:27;25;14;10;2;NL;4;2;0
792;1;2538;04-01-2001 01:03;04-01-2001 01:20;17;15;9;4;NL;1;3;0
793;1;2690;04-01-2001 01:20;04-01-2001 01:31;11;15;8;4;NL;6;1;0
794;3;1247;04-01-2001 01:21;04-01-2001 01:28;7;17;10;9;NL;7;2;0
795;3;1171;04-01-2001 01:32;04-01-2001 01:41;9;17;10;7;NL;8;1;0
796;3;2623;04-01-2001 01:41;04-01-2001 02:08;27;17;10;1;NL;2;4;0
797;1;607;04-01-2001 02:01;04-01-2001 02:04;3;15;9;8;NL;6;2;0
798;3;184;04-01-2001 02:14;04-01-2001 02:38;24;17;11;7;NL;6;3;0
799;2;219;04-01-2001 02:17;04-01-2001 02:26;9;9;6;1;NL;4;1;0
800;3;334;04-01-2001 02:21;04-01-2001 02:29;8;17;10;8;NL;9;4;1
801;2;2639;04-01-2001 02:27;04-01-2001 02:51;24;10;5;1;NL;4;3;0
802;1;121;04-01-2001 02:30;04-01-2001 02:58;28;16;9;4;NL;4;1;0
803;3;997;04-01-2001 02:32;04-01-2001 03:01;29;17;10;2;NL;5;2;0
804;2;1806;04-01-2001 02:43;04-01-2001 02:51;8;7;5;1;NL;9;1;0
805;1;1827;04-01-2001 02:43;04-01-2001 03:01;18;14;9;6;NL;8;1;0
806;3;2495;04-01-2001 02:44;04-01-2001 02:53;9;16;9;7;NL;7;1;0
807;2;2942;04-01-2001 02:51;04-01-2001 02:57;6;7;3;5;NL;1;3;1
808;2;1208;04-01-2001 02:53;04-01-2001 03:05;12;8;3;4;NL;3;4;0
809;3;699;04-01-2001 02:54;04-01-2001 02:56;2;17;10;5;NL;1;3;0
810;3;272;04-01-2001 02:58;04-01-2001 03:03;5;17;9;2;NL;1;3;0
811;2;2674;04-01-2001 03:03;04-01-2001 03:21;18;9;5;1;NL;8;1;1
812;3;1121;04-01-2001 03:10;04-01-2001 03:30;20;17;10;2;NL;8;1;1
813;1;2695;04-01-2001 03:15;04-01-2001 03:23;8;15;9;1;NL;1;1;0
814;1;1044;04-01-2001 03:21;04-01-2001 03:38;17;16;9;7;NL;5;4;0
815;3;2268;04-01-2001 03:23;04-01-2001 03:46;23;17;11;6;NL;3;3;1
816;3;1930;04-01-2001 03:34;04-01-2001 04:00;26;17;11;2;NL;1;4;1
817;3;2140;04-01-2001 03:35;04-01-2001 03:52;17;17;11;6;NL;4;4;0
818;2;1956;04-01-2001 03:35;04-01-2001 03:42;7;9;6;5;NL;1;1;1
819;1;921;04-01-2001 03:41;04-01-2001 04:02;21;16;10;2;NL;7;3;0
820;3;309;04-01-2001 03:42;04-01-2001 03:47;5;17;11;9;NL;9;3;0
821;1;33;04-01-2001 03:43;04-01-2001 03:48;5;15;10;9;NL;4;3;0
822;3;1261;04-01-2001 03:45;04-01-2001 03:56;11;18;11;7;NL;3;3;0
823;1;2674;04-01-2001 03:49;04-01-2001 03:59;10;16;10;8;NL;5;2;0
824;1;1927;04-01-2001 03:52;04-01-2001 03:57;5;17;10;5;NL;9;1;0
825;2;2022;04-01-2001 03:54;04-01-2001 03:56;2;10;5;8;NL;2;4;0
826;3;777;04-01-2001 03:57;04-01-2001 04:25;28;18;10;5;NL;7;3;0
827;3;1458;04-01-2001 04:04;04-01-2001 04:24;20;18;9;2;NL;1;4;0
828;3;1221;04-01-2001 04:17;04-01-2001 04:38;21;18;10;2;NL;3;1;0
829;1;409;04-01-2001 04:31;04-01-2001 04:33;2;16;9;8;NL;4;1;0
830;1;1841;04-01-2001 04:33;04-01-2001 04:57;24;16;9;5;NL;4;4;0
831;3;1090;04-01-2001 04:48;04-01-2001 04:59;11;17;11;7;NL;2;4;0
832;3;1209;04-01-2001 04:52;04-01-2001 05:14;22;18;10;2;NL;7;4;0
833;3;1791;04-01-2001 05:02;04-01-2001 05:17;15;18;10;5;NL;7;2;0
834;3;93;04-01-2001 05:22;04-01-2001 05:30;8;18;10;1;NL;4;4;0
835;3;2808;04-01-2001 05:24;04-01-2001 05:32;8;18;10;2;NL;4;1;1
836;3;668;04-01-2001 05:34;04-01-2001 05:39;5;18;9;1;NL;1;4;0
837;3;2037;04-01-2001 05:34;04-01-2001 05:59;25;18;11;2;NL;6;2;0
838;3;2328;04-01-2001 05:40;04-01-2001 05:53;13;19;10;6;NL;3;1;0
839;3;462;04-01-2001 05:45;04-01-2001 06:08;23;19;11;1;NL;3;3;0
840;1;746;04-01-2001 05:58;04-01-2001 06:23;25;17;10;2;NL;8;2;1
841;2;1237;04-01-2001 06:11;04-01-2001 06:16;5;9;6;7;NL;6;1;0
842;2;2453;04-01-2001 06:14;04-01-2001 06:24;10;10;6;2;NL;7;3;0
843;3;1907;04-01-2001 06:20;04-01-2001 06:24;4;18;12;6;NL;3;4;0
844;3;1401;04-01-2001 06:31;04-01-2001 06:32;1;18;12;8;NL;5;2;0
845;1;2548;04-01-2001 06:41;04-01-2001 07:10;29;16;10;8;NL;1;4;0
846;3;1419;04-01-2001 06:53;04-01-2001 07:13;20;18;11;2;NL;3;3;0
847;1;2657;04-01-2001 07:05;04-01-2001 07:19;14;16;9;2;NL;8;1;0
848;3;2311;04-01-2001 07:09;04-01-2001 07:15;6;17;10;7;NL;5;2;0
849;3;517;04-01-2001 07:11;04-01-2001 07:29;18;17;10;4;NL;6;4;0
850;3;1150;04-01-2001 07:12;04-01-2001 07:28;16;18;11;4;NL;8;1;0
851;2;76;04-01-2001 07:12;04-01-2001 07:19;7;9;5;5;NL;9;4;1
852;3;716;04-01-2001 07:14;04-01-2001 07:15;1;18;12;6;NL;1;3;0
853;3;68;04-01-2001 07:20;04-01-2001 07:34;14;18;12;5;NL;6;3;0
854;2;315;04-01-2001 07:33;04-01-2001 07:48;15;9;8;1;NL;9;3;0
855;1;13;04-01-2001 07:34;04-01-2001 07:58;24;16;12;1;NL;2;3;0
856;1;2016;04-01-2001 07:38;04-01-2001 07:50;12;17;13;1;NL;8;3;1
857;3;1229;04-01-2001 07:42;04-01-2001 07:45;3;19;13;3;NL;6;3;0
858;2;1410;04-01-2001 07:47;04-01-2001 08:13;26;10;7;8;NL;3;3;0
859;3;2293;04-01-2001 07:56;04-01-2001 08:08;12;18;12;9;NL;8;3;0
860;3;2428;04-01-2001 07:59;04-01-2001 08:20;21;19;12;5;NL;8;2;0
861;3;1599;04-01-2001 08:01;04-01-2001 08:03;2;19;11;1;NL;2;2;0
862;3;1373;04-01-2001 08:08;04-01-2001 08:10;2;18;12;1;NL;7;4;1
863;1;1950;04-01-2001 08:20;04-01-2001 08:21;1;16;10;8;NL;9;4;0
864;2;1245;04-01-2001 08:20;04-01-2001 08:43;23;9;5;4;NL;6;3;0
865;3;1327;04-01-2001 08:38;04-01-2001 08:45;7;18;11;8;NL;5;2;1
866;3;897;04-01-2001 08:47;04-01-2001 09:10;23;17;10;5;NL;2;3;0
867;3;569;04-01-2001 09:16;04-01-2001 09:44;28;18;10;8;NL;5;3;0
868;1;599;04-01-2001 09:21;04-01-2001 09:41;20;15;9;2;NL;9;2;0
869;2;1966;04-01-2001 09:24;04-01-2001 09:53;29;9;5;8;NL;8;1;0
870;1;2491;04-01-2001 09:25;04-01-2001 09:52;27;17;10;5;NL;5;3;0
871;1;1271;04-01-2001 09:26;04-01-2001 09:47;21;18;10;4;NL;3;2;0
872;3;286;04-01-2001 09:27;04-01-2001 09:51;24;19;11;5;NL;8;1;0
873;2;1831;04-01-2001 09:34;04-01-2001 09:52;18;10;6;3;NL;9;4;0
874;1;2706;04-01-2001 09:37;04-01-2001 09:44;7;16;10;6;NL;3;3;0
875;2;1583;04-01-2001 09:42;04-01-2001 09:45;3;9;6;7;NL;8;1;1
876;1;81;04-01-2001 09:45;04-01-2001 09:57;12;17;9;8;NL;3;1;0
877;3;246;04-01-2001 09:45;04-01-2001 09:59;14;19;11;9;NL;8;3;0
878;3;1567;04-01-2001 09:48;04-01-2001 09:59;11;18;11;4;NL;9;4;0
879;3;2584;04-01-2001 09:55;04-01-2001 09:58;3;19;12;7;NL;6;2;0
880;1;175;04-01-2001 10:01;04-01-2001 10:16;15;18;10;8;NL;5;4;0
881;3;2260;04-01-2001 10:01;04-01-2001 10:16;15;19;10;1;NL;3;1;0
882;1;2339;04-01-2001 10:15;04-01-2001 10:43;28;18;9;5;NL;1;3;0
883;3;155;04-01-2001 10:17;04-01-2001 10:45;28;19;11;7;NL;1;4;1
884;3;635;04-01-2001 10:20;04-01-2001 10:38;18;19;11;5;NL;8;4;0
885;2;12;04-01-2001 10:22;04-01-2001 10:47;25;9;5;1;NL;6;1;1
886;1;1698;04-01-2001 10:22;04-01-2001 10:32;10;17;9;6;NL;3;3;0
887;2;525;04-01-2001 10:22;04-01-2001 10:51;29;9;4;4;NL;5;1;0
888;3;2749;04-01-2001 10:52;04-01-2001 11:20;28;18;10;6;NL;8;1;0
889;3;274;04-01-2001 11:00;04-01-2001 11:04;4;18;11;1;NL;6;4;0
890;1;1948;04-01-2001 11:08;04-01-2001 11:29;21;17;10;1;NL;9;3;0
891;3;2360;04-01-2001 11:33;04-01-2001 11:47;14;19;11;6;NL;2;1;0
892;3;535;04-01-2001 11:41;04-01-2001 11:49;8;19;11;9;NL;1;4;0
893;2;758;04-01-2001 11:42;04-01-2001 11:54;12;10;6;6;NL;6;4;0
894;3;2390;04-01-2001 11:46;04-01-2001 12:13;27;19;11;9;NL;6;1;1
895;2;279;04-01-2001 12:06;04-01-2001 12:33;27;10;5;8;NL;7;1;0
896;3;1324;04-01-2001 12:09;04-01-2001 12:19;10;20;11;3;NL;9;1;1
897;2;751;04-01-2001 12:46;04-01-2001 13:00;14;10;6;1;NL;1;4;0
898;3;40;04-01-2001 12:54;04-01-2001 13:09;15;19;10;6;NL;9;3;0
899;2;1355;04-01-2001 12:54;04-01-2001 13:16;22;10;5;6;NL;1;3;0
900;3;1460;04-01-2001 12:55;04-01-2001 13:09;14;19;11;7;NL;5;2;0
901;3;1042;04-01-2001 13:14;04-01-2001 13:26;12;19;12;5;NL;8;2;0
902;3;2437;04-01-2001 13:25;04-01-2001 13:52;27;20;11;9;NL;7;3;0
903;3;288;04-01-2001 13:34;04-01-2001 13:45;11;19;11;8;NL;3;1;1
904;3;1290;04-01-2001 13:37;04-01-2001 13:45;8;19;11;6;NL;6;3;0
905;3;542;04-01-2001 13:38;04-01-2001 13:48;10;19;11;5;NL;9;1;0
906;3;2275;04-01-2001 13:50;04-01-2001 14:00;10;19;11;1;NL;2;4;0
907;1;1670;04-01-2001 13:55;04-01-2001 14:12;17;18;10;8;NL;9;1;0
908;2;2116;04-01-2001 14:09;04-01-2001 14:29;20;10;5;7;NL;6;1;0
909;3;323;04-01-2001 14:15;04-01-2001 14:19;4;20;11;9;NL;1;2;0
910;3;1371;04-01-2001 14:17;04-01-2001 14:43;26;20;11;1;NL;3;2;0
